counted_store_no,stock_cnt_ref_2,item_code,bin_no,quantity,res_qty,counted_undamaged,counted_damaged,sht_qty,sht_val,surp_qty,surp_val,description,undam_val,dam_val,sheet_name,source_file,document_type
MAIN STORE,NTMS23,200070,NONE,27.0,0,27.0,0,0,0.0,0,0.0,SURGE ARRESTOR THREE PHASE QKLN/4 20 KA,14676.79,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200077,NONE,19.0,0,19.0,0,0,0.0,0,0.0,"AIRPORT COUPLINGS H & F,M,",3054.95,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200085,NONE,1.0,0,1.0,0,0,0.0,0,0.0,AIRPORT BALLAST,812.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200093,NONE,0.0,0,0.0,0,0,0.0,0,0.0,AIRPORT LAMPS,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200107,NONE,0.0,0,0.0,0,0,0.0,0,0.0,AIRPORT HOLDERS,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200123,NONE,3.0,0,3.0,0,0,0.0,0,0.0,AIRPORT LENSES C/W GASKETS,484.14,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200131,NONE,0.0,0,0.0,0,0,0.0,0,0.0,AIRPORT LENSES ORANGE,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200158,NONE,0.0,0,0.0,0,0,0.0,0,0.0,AIRPORT LENSES RED,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200166,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CANOPIES 125W M/V BEKAREY,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200174,NONE,7.0,0,7.0,0,0,0.0,0,0.0,AIRPORT LENSES GREEN,1487.36,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200182,NONE,11.0,0,11.0,0,0,0.0,0,0.0,AIRPORT LENSES BLUE,3178.43,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200204,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BALLASTS 65W FOR 5 TUBES,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200212,NONE,0.0,0,0.0,0,0,0.0,0,0.0,AIRPORT PATCH CORDS KEYS,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200239,NONE,1.0,0,1.0,0,0,0.0,0,0.0,AIRPORT ZA202 COMPLETE LIGHT UNIT,3320.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200255,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BALLAST SINGLE 40W 4FT PARMA,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200301,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BALLAST 80W 8FT HARPER,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200409,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BOWLS M/V 125W,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200410,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BOWELS DIFFUSER GE,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200411,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BOWLS DIFFUSER BEKALUX CLEAR,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200412,NONE,0.0,0,0.0,0,0,0.0,0,0.0,DIFFUSER THORN 125W M/V,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200413,NONE,0.0,0,0.0,0,0,0.0,0,0.0,PLAIN ROUND DIFFUSER,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200414,NONE,0.0,0,0.0,0,0,0.0,0,0.0,DIFFUSERS M/V GE WITH CLIPS,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200492,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BOXES PMP SMALL 4 - 25 MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200565,NONE,84.0,0,84.0,0,0,0.0,0,0.0,BRASS LIQUID,2734.2,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200581,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BOXES POLE MOUNTED,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200602,NONE,0.0,0,0.0,0,0,0.0,0,0.0,STRUT BRACKET,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200603,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BRACKETS  L  SHAPE FOR PIG BOXES,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200697,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"BOXES DIST,3_WAY",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200743,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"BOXES DIST,4 WAY",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200808,NONE,9.0,0,9.0,0,0,0.0,0,0.0,"BOXES DISTR, 12 WAY",29528.55,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200816,NONE,2.0,0,2.0,0,0,0.0,0,0.0,"BOXES DIST, 6 WAY",2300.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200824,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BOXES BUNDLE 9 WAY YORK,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200825,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BOXES YORK 4WAY C/W3LIVE TAILS,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200832,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BOXES 2 WAY,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200875,NONE,411.0,0,411.0,0,0,0.0,0,0.0,JOINTS MT 1 METAPLAST,22111.8,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200883,NONE,0.0,0,0.0,0,0,0.0,0,0.0,JOINTS SMALL LJBC OIL 3L,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200891,NONE,0.0,0,0.0,0,0,0.0,0,0.0,JOINTS LARGE LJBC OIL 6L,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200905,NONE,281.0,0,281.0,0,0,0.0,0,0.0,JOINTS MT 2 METAPLAST,69126.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200913,NONE,236.0,0,236.0,0,0,0.0,0,0.0,JOINTS MT 3_METAPLAST,111014.4,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200971,00NONE,40.0,0,40.0,0,0,0.0,0,0.0,JOINTS MT 5,50400.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200972,NONE,120.0,0,120.0,0,0,0.0,0,0.0,JOINTS MT4,57500.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200973,NONE,48.0,0,48.0,0,0,0.0,0,0.0,BRACKETS STREETLIGHT CEM/POLE,6310.56,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200974,NONE,0.0,0,0.0,0,0,0.0,0,0.0,POLE SPIGOT SIGLE 76X200MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200975,NONE,0.0,0,0.0,0,0,0.0,0,0.0,POLE SPIGOT DOUBLE 76X200MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200976,NONE,0.0,0,0.0,0,0,0.0,0,0.0,POLE SPIGOT SINGLE 89X200MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200977,NONE,0.0,0,0.0,0,0,0.0,0,0.0,POLE SPIGOT DOUBLE 89X200MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200978,NONE,0.0,0,0.0,0,0,0.0,0,0.0,POLE SPIGOT SINGLE 127X200MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200979,NONE,0.0,0,0.0,0,0,0.0,0,0.0,POLE SPIGOT DOUBLE 127X200MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200980,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"POLE SPIGOT SINGLE 76X1,5M",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200981,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"POLE SPIGOT DOUBLE 76X1,5M",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200982,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"POLE SPIGOT SINGLE 89X1,5M",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200983,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"POLE SPIGOT DOUBLE 89X1,5M",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200984,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"POLE SPIGOT SINGLE 127X1,5M",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200985,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"POLE SPIGOT DOUBLE 127X1,5M",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,200986,NONE,1.0,0,1.0,0,0,0.0,0,0.0,POLE CLAMP SINGLE SPIGOT,141.39,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201022,NONE,1.0,0,1.0,0,0,0.0,0,0.0,BREAKERS 5 AMP,235.75,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201073,NONE,2.0,0,2.0,0,0,0.0,0,0.0,BREAKERS 10 AMP,460.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201189,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BREAKERS 20 AMP,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201235,NONE,116.0,0,116.0,0,0,0.0,0,0.0,BREAKERS 25 AMP,31579.62,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201286,NONE,54.0,0,54.0,0,0,0.0,0,0.0,BREAKERS 30 AMP,9936.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201324,NONE,120.0,0,120.0,0,0,0.0,0,0.0,BREAKERS 35 AMP,32668.57,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201375,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BREAKERS 63 AMP CURVE 1 ORANGE TOGGLE,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201376,NONE,1.0,0,1.0,0,0,0.0,0,0.0,BREAKERS 63 A SF1-G3 CURVE2S/P,191.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201405,NONE,71.0,0,71.0,0,0,0.0,0,0.0,BREAKERS 45 AMP,19973.4,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201409,00NONE,0.0,0,0.0,0,0,0.0,0,0.0,100 amp circuit breaker qf3 white toggle,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201410,NONE,0.0,0,0.0,0,0,0.0,0,0.0,125 amp circuit breaker qf3 orange toggle,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201413,SHF A5,0.0,0,0.0,0,0,0.0,0,0.0,"BREAKERS TRIP,POLE 150A 25KA",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201421,00NONE,0.0,0,0.0,0,0,0.0,0,0.0,"BREAKERS TRIP,POLE 200A 25KA",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201448,SHF A5,22.0,0,22.0,0,0,0.0,0,0.0,"BREAKERS TRIP,POLE_250A 25KA",142560.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201449,NONE,0.0,0,0.0,0,0,0.0,0,0.0,c/b mce 25ka kcm1 400s-315a,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201529,NONE,11.0,0,11.0,0,0,0.0,0,0.0,BREAKERS 80A CURVE 1 ORANGE,5720.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201530,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BREAKERS 80A SF1-G3 CURVE2 S/P,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201537,NONE,123.0,0,123.0,0,0,0.0,0,0.0,PLATES FOR BREAKERS,686.21,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201545,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"BREAKERS-HANDLE LOCKING HECH, HEILOCK",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201553,SHF A7,18.0,0,18.0,0,0,0.0,0,0.0,BREAKERS SF3G3 60A CURVE 1 ORANGE,21600.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201561,SHF A8,20.0,0,20.0,0,0,0.0,0,0.0,BREAKERS SF3G3 80A CURVEI ORANGE,36000.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201588,SHF A7,16.0,0,16.0,0,0,0.0,0,0.0,BREAKERS SF3G3 60A WHITE TOGGLE,14976.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201596,SHF A8,18.0,0,18.0,0,0,0.0,0,0.0,BREAKERS SF3G3 80A WHITE TOGGLE,43200.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201618,SHF A6,43.0,0,43.0,0,0,0.0,0,0.0,BREAKERS SF3G3 45A CURVE 1_ORANGE,50087.69,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201625,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BREAKERS  32A 3 POLE,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201626,SHF A6,40.0,0,40.0,0,0,0.0,0,0.0,BREAKERS SF3G3 45A WHITE TOGGLE,37440.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201641,NONE,0.0,0,0.0,0,0,0.0,0,0.0,SCOURER,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201642,NONE,0.0,0,0.0,0,0,0.0,0,0.0,STEELWOOL,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201643,00NONE,0.0,0,0.0,0,0,0.0,0,0.0,REFUSE BAG,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201677,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BREAKERS 100A CURVE 2 WHITE TOGGLE,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201685,NONE,1.0,0,1.0,0,0,0.0,0,0.0,BREAKERS 120A 5KA SFSX1G3,114.13,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201766,00NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CHOKES 125W M,V,",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201767,00NONE,199.0,0,199.0,0,0,0.0,0,0.0,CHOKES PARMER SQUARE 125W M/V,43941.19,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201804,NONE,87.0,0,87.0,0,0,0.0,0,0.0,"CHOKES 250W M,V,",20335.3,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201805,NONE,127.0,0,127.0,0,0,0.0,0,0.0,CHOKES BEKA HPS 250W -230V,40996.87,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201812,NONE,22.0,0,22.0,0,0,0.0,0,0.0,CHOKES AME 400 WATT,12936.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201839,NONE,83.0,0,83.0,0,0,0.0,0,0.0,CHOKES 70 WATT SON,16454.75,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,201863,NONE,0.0,0,0.0,0,0,0.0,0,0.0,COILS 380 V 21-63,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202029,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CLIPS-ELECTRICAL,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202061,SHF C2,385.0,0,385.0,0,0,0.0,0,0.0,CLAMPS LINE 5/8,60060.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202215,SHF C3,445.0,0,445.0,0,0,0.0,0,0.0,CLAMPS LINE NO 2,22428.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202266,SHF C4,850.0,0,850.0,0,0,0.0,0,0.0,CLAMPS LINE NO 3,76500.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202271,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CONDUCTOR TR2-D18321,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202272,NONE,0.0,0,0.0,0,0,0.0,0,0.0,ta1- dn22 contactor,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202273,NONE,0.0,0,0.0,0,0,0.0,0,0.0,r/st - 23 contactor,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202274,00NONE,0.0,0,0.0,0,0,0.0,0,0.0,MAGNETIC CONTACTORS,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202311,NONE,0.0,0,0.0,0,0,0.0,0,0.0,ONEWAY CONNECORS TYPE RED,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202312,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CONNECTORS ONE WAY,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202313,NONE,0.0,0,0.0,0,0,0.0,0,0.0,ONE WAY CONNECTORS TYPE GREY,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202363,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CONTACTORS MITSIBUSHI 5K 62A 380 AND220 VOLTS,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202568,NONE,0.0,0,0.0,0,0,0.0,0,0.0,COVERS BLANK,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202711,NONE,0.0,0,0.0,0,0,0.0,0,0.0,DIFFUSERS 250WATT HP SODIUM HIGH IMPACT,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202738,NONE,0.0,0,0.0,0,0,0.0,0,0.0,DIFFUSERS 400W PART NO 52120045,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202745,NONE,0.0,0,0.0,0,0,0.0,0,0.0,wire strands,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202746,NONE,155.0,0,155.0,0,0,0.0,0,0.0,EARTH STRAPS 1000MM,10455.5,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202754,NONE,0.0,0,0.0,0,0,0.0,0,0.0,EARTH SOCK,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202762,NONE,0.0,0,0.0,0,0,0.0,0,0.0,ELEMENTS GEYSER 2KW + 3KW,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202788,NONE,42.0,0,0.0,0,42,33000.0,0,0.0,thermometer_forehead,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202789,NONE,0.0,0,0.0,0,0,0.0,0,0.0,GEYSER THERMOSTATS,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,202797,NONE,121.0,0,121.0,0,0,0.0,0,0.0,EARTH SPIKES,12342.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203475,NONE,0.0,0,0.0,0,0,0.0,0,0.0,FITTING FOR INJECTOR P1B,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203520,NONE,0.0,0,0.0,0,0,0.0,0,0.0,DUST MOP,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203629,NONE,119.0,0,119.0,0,0,0.0,0,0.0,FITTINGS MV HRL 44/250 WATT,172550.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203660,NONE,244.0,0,244.0,0,0,0.0,0,0.0,FITTING LED FLOOD LIGHTS 200 WATTS,1610400.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203661,NONE,0.0,0,0.0,0,0,0.0,0,0.0,FITTINGS MV HRL 44/400 WATT,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203688,NONE,0.0,0,0.0,0,0,0.0,0,0.0,FITTINGS 70W SON E STREET LIGHTS,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203689,NONE,0.0,0,0.0,0,0,0.0,0,0.0,PHILIPS AURORA 70W HPS/E,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203725,00NONE,240.0,0,240.0,0,0,0.0,0,0.0,53w LED STREETLIGHT FITTING,432000.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203726,NONE,300.0,0,300.0,0,0,0.0,0,0.0,FITTINGS MV HRL44/125W,324000.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203727,NONE,8.0,0,8.0,0,0,0.0,0,0.0,BEKARAY 125W MECURY VAPOUR POLE TOPS,8164.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203728,00NONE,0.0,0,0.0,0,0,0.0,0,0.0,FITTING LED 50 WATTS POST TOP,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203823,NONE,0.0,0,0.0,0,0,0.0,0,0.0,FITTINGS HPS  250W,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203824,NONE,4.0,0,4.0,0,0,0.0,0,0.0,PHILIPS AURORA 250W HPS/T/SE IP66 ALUMINIUM BODY,6400.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203825,00NONE,233.0,0,233.0,0,0,0.0,0,0.0,100W LED STREET LIGHT FITTING,531240.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203912,NONE,0.0,0,0.0,0,0,0.0,0,0.0,FUSES N/S 15 AMP,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,203963,NONE,0.0,0,0.0,0,0,0.0,0,0.0,FUSES N/S 35 AMP,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,204013,NONE,0.0,0,0.0,0,0,0.0,0,0.0,FUSES N/S 20 AMP,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,204064,NONE,0.0,0,0.0,0,0,0.0,0,0.0,FUSES HRC 60 AMP,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,204129,NONE,0.0,0,0.0,0,0,0.0,0,0.0,FUSES HRC 80 AMP,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,204161,NONE,0.0,0,0.0,0,0,0.0,0,0.0,FUSES HRC 100 AMP + 125 AMP,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
